productId,currentTitle,detectedBrand,detectedModel,currentSpecsSummary,missingFields,confidenceLevel,researchRequired,recommendedAction,imageSearchQuery,uaePriceSearchQuery,ksaPriceSearchQuery,seoKeywordTarget
prod_import_xlsx_1776538003641_1,HP EliteBook 840 G3 Laptop,HP,EliteBook 840 G3,Core i5-6300U | 8GB | 256GB | 14-inch | Intel UHD Graphics | Windows 10 Pro | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,HP EliteBook 840 G3 Laptop official product image white background,HP EliteBook 840 G3 Laptop UAE price refurbished,HP EliteBook 840 G3 Laptop Saudi Arabia price refurbished,HP EliteBook 840 G3 refurbished laptop UAE
prod_import_xlsx_1776538003641_121,Lenovo IdeaPad 1 Laptop,Lenovo,IdeaPad 1,Ryzen 3 7320U | 8GB | 512GB | 14-inch | AMD Radeon Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad 1 Laptop official product image white background,Lenovo IdeaPad 1 Laptop UAE price refurbished,Lenovo IdeaPad 1 Laptop Saudi Arabia price refurbished,Lenovo IdeaPad 1 refurbished laptop UAE
prod_import_xlsx_1776538003641_122,Lenovo IdeaPad 1i Laptop,Lenovo,IdeaPad 1i,Core i3-1215U | 8GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad 1i Laptop official product image white background,Lenovo IdeaPad 1i Laptop UAE price refurbished,Lenovo IdeaPad 1i Laptop Saudi Arabia price refurbished,Lenovo IdeaPad 1i refurbished laptop UAE
prod_import_xlsx_1776538003641_123,Lenovo IdeaPad 3 Laptop,Lenovo,IdeaPad 3,Ryzen 5 5500U | 8GB | 512GB | 14-inch | AMD Radeon Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad 3 Laptop official product image white background,Lenovo IdeaPad 3 Laptop UAE price refurbished,Lenovo IdeaPad 3 Laptop Saudi Arabia price refurbished,Lenovo IdeaPad 3 refurbished laptop UAE
prod_import_xlsx_1776538003641_124,Lenovo IdeaPad 3i Laptop,Lenovo,IdeaPad 3i,Core i5-1235U | 8GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad 3i Laptop official product image white background,Lenovo IdeaPad 3i Laptop UAE price refurbished,Lenovo IdeaPad 3i Laptop Saudi Arabia price refurbished,Lenovo IdeaPad 3i refurbished laptop UAE
prod_import_xlsx_1776538003641_125,Lenovo IdeaPad Slim 3 Laptop,Lenovo,IdeaPad Slim 3,Ryzen 5 7530U | 8GB | 512GB | 14-inch | AMD Radeon Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad Slim 3 Laptop official product image white background,Lenovo IdeaPad Slim 3 Laptop UAE price refurbished,Lenovo IdeaPad Slim 3 Laptop Saudi Arabia price refurbished,Lenovo IdeaPad Slim 3 refurbished laptop UAE
prod_import_xlsx_1776538003641_126,Lenovo IdeaPad Slim 3i Laptop,Lenovo,IdeaPad Slim 3i,Core i5-1235U | 8GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad Slim 3i Laptop official product image white background,Lenovo IdeaPad Slim 3i Laptop UAE price refurbished,Lenovo IdeaPad Slim 3i Laptop Saudi Arabia price refurbished,Lenovo IdeaPad Slim 3i refurbished laptop UAE
prod_import_xlsx_1776538003641_127,Lenovo IdeaPad Slim 5 Laptop,Lenovo,IdeaPad Slim 5,Ryzen 7 7730U | 16GB | 512GB | 15.6-inch | AMD Radeon Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad Slim 5 Laptop official product image white background,Lenovo IdeaPad Slim 5 Laptop UAE price refurbished,Lenovo IdeaPad Slim 5 Laptop Saudi Arabia price refurbished,Lenovo IdeaPad Slim 5 refurbished laptop UAE
prod_import_xlsx_1776538003641_128,Lenovo IdeaPad Slim 5i Laptop,Lenovo,IdeaPad Slim 5i,Core i5-13420H | 16GB | 512GB | 15.6-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad Slim 5i Laptop official product image white background,Lenovo IdeaPad Slim 5i Laptop UAE price refurbished,Lenovo IdeaPad Slim 5i Laptop Saudi Arabia price refurbished,Lenovo IdeaPad Slim 5i refurbished laptop UAE
prod_import_xlsx_1776538003641_129,Lenovo IdeaPad 5 Laptop,Lenovo,IdeaPad 5,Ryzen 5 5625U | 8GB | 512GB | 15.6-inch | AMD Radeon Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad 5 Laptop official product image white background,Lenovo IdeaPad 5 Laptop UAE price refurbished,Lenovo IdeaPad 5 Laptop Saudi Arabia price refurbished,Lenovo IdeaPad 5 refurbished laptop UAE
prod_import_xlsx_1776538003641_130,Lenovo IdeaPad 5i Laptop,Lenovo,IdeaPad 5i,Core i5-1235U | 8GB | 512GB | 15.6-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad 5i Laptop official product image white background,Lenovo IdeaPad 5i Laptop UAE price refurbished,Lenovo IdeaPad 5i Laptop Saudi Arabia price refurbished,Lenovo IdeaPad 5i refurbished laptop UAE
prod_import_xlsx_1776538003641_131,Lenovo IdeaPad Flex 5 Laptop,Lenovo,IdeaPad Flex 5,Ryzen 5 7530U | 8GB | 512GB | 15.6-inch | AMD Radeon Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad Flex 5 Laptop official product image white background,Lenovo IdeaPad Flex 5 Laptop UAE price refurbished,Lenovo IdeaPad Flex 5 Laptop Saudi Arabia price refurbished,Lenovo IdeaPad Flex 5 refurbished laptop UAE
prod_import_xlsx_1776538003641_132,Lenovo IdeaPad Flex 5i Laptop,Lenovo,IdeaPad Flex 5i,Core i5-1335U | 8GB | 512GB | 15.6-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad Flex 5i Laptop official product image white background,Lenovo IdeaPad Flex 5i Laptop UAE price refurbished,Lenovo IdeaPad Flex 5i Laptop Saudi Arabia price refurbished,Lenovo IdeaPad Flex 5i refurbished laptop UAE
prod_import_xlsx_1776538003641_134,Lenovo IdeaPad Gaming 3 Laptop,Lenovo,IdeaPad Gaming 3,Core i5-12450H | 16GB | 512GB | 15.6-inch | NVIDIA GeForce RTX 3050 | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad Gaming 3 Laptop official product image white background,Lenovo IdeaPad Gaming 3 Laptop UAE price refurbished,Lenovo IdeaPad Gaming 3 Laptop Saudi Arabia price refurbished,Lenovo IdeaPad Gaming 3 refurbished laptop UAE
prod_import_xlsx_1776538003641_135,Lenovo IdeaPad Duet Chromebook Laptop,Lenovo,IdeaPad Duet Chromebook,Kompanio | 4GB | 128GB | 10.1-inch | Integrated Graphics | ChromeOS | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo IdeaPad Duet Chromebook Laptop official product image white background,Lenovo IdeaPad Duet Chromebook Laptop UAE price refurbished,Lenovo IdeaPad Duet Chromebook Laptop Saudi Arabia price refurbished,Lenovo IdeaPad Duet Chromebook refurbished laptop UAE
prod_import_xlsx_1776538003641_136,Lenovo ThinkBook 14 Laptop,Lenovo,ThinkBook 14,Core i5-1135G7 | 16GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Pro | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo ThinkBook 14 Laptop official product image white background,Lenovo ThinkBook 14 Laptop UAE price refurbished,Lenovo ThinkBook 14 Laptop Saudi Arabia price refurbished,Lenovo ThinkBook 14 refurbished laptop UAE
prod_import_xlsx_1776538003641_137,Lenovo ThinkBook 14 Gen 2 Laptop,Lenovo,ThinkBook 14 Gen 2,Core i5-1135G7 | 16GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Pro | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo ThinkBook 14 Gen 2 Laptop official product image white background,Lenovo ThinkBook 14 Gen 2 Laptop UAE price refurbished,Lenovo ThinkBook 14 Gen 2 Laptop Saudi Arabia price refurbished,Lenovo ThinkBook 14 Gen 2 refurbished laptop UAE
prod_import_xlsx_1776538003641_138,Lenovo ThinkBook 14 Gen 3 Laptop,Lenovo,ThinkBook 14 Gen 3,Core i5-1235U | 16GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Pro | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo ThinkBook 14 Gen 3 Laptop official product image white background,Lenovo ThinkBook 14 Gen 3 Laptop UAE price refurbished,Lenovo ThinkBook 14 Gen 3 Laptop Saudi Arabia price refurbished,Lenovo ThinkBook 14 Gen 3 refurbished laptop UAE
prod_import_xlsx_1776538003641_139,Lenovo ThinkBook 15 Laptop,Lenovo,ThinkBook 15,Core i5-1135G7 | 16GB | 512GB | 15.6-inch | Intel UHD Graphics | Windows 11 Pro | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo ThinkBook 15 Laptop official product image white background,Lenovo ThinkBook 15 Laptop UAE price refurbished,Lenovo ThinkBook 15 Laptop Saudi Arabia price refurbished,Lenovo ThinkBook 15 refurbished laptop UAE
prod_import_xlsx_1776538003641_140,Lenovo ThinkBook 15 Gen 2 Laptop,Lenovo,ThinkBook 15 Gen 2,Core i5-1135G7 | 16GB | 512GB | 15.6-inch | Intel UHD Graphics | Windows 11 Pro | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo ThinkBook 15 Gen 2 Laptop official product image white background,Lenovo ThinkBook 15 Gen 2 Laptop UAE price refurbished,Lenovo ThinkBook 15 Gen 2 Laptop Saudi Arabia price refurbished,Lenovo ThinkBook 15 Gen 2 refurbished laptop UAE
prod_import_xlsx_1776538003641_141,Lenovo Yoga Slim 7 Laptop,Lenovo,Yoga Slim 7,Ryzen 7 6800U | 16GB | 512GB | 14-inch | AMD Radeon Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Yoga Slim 7 Laptop official product image white background,Lenovo Yoga Slim 7 Laptop UAE price refurbished,Lenovo Yoga Slim 7 Laptop Saudi Arabia price refurbished,Lenovo Yoga Slim 7 refurbished laptop UAE
prod_import_xlsx_1776538003641_142,Lenovo Yoga Slim 7i Laptop,Lenovo,Yoga Slim 7i,Core i5-1240P | 16GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Yoga Slim 7i Laptop official product image white background,Lenovo Yoga Slim 7i Laptop UAE price refurbished,Lenovo Yoga Slim 7i Laptop Saudi Arabia price refurbished,Lenovo Yoga Slim 7i refurbished laptop UAE
prod_import_xlsx_1776538003641_143,Lenovo Yoga 7i Laptop,Lenovo,Yoga 7i,Core i5-1240P | 16GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Yoga 7i Laptop official product image white background,Lenovo Yoga 7i Laptop UAE price refurbished,Lenovo Yoga 7i Laptop Saudi Arabia price refurbished,Lenovo Yoga 7i refurbished laptop UAE
prod_import_xlsx_1776538003641_144,Lenovo Yoga 9i Laptop,Lenovo,Yoga 9i,Core i7-1360P | 16GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Yoga 9i Laptop official product image white background,Lenovo Yoga 9i Laptop UAE price refurbished,Lenovo Yoga 9i Laptop Saudi Arabia price refurbished,Lenovo Yoga 9i refurbished laptop UAE
prod_import_xlsx_1776538003641_145,Lenovo Yoga Book 9i Laptop,Lenovo,Yoga Book 9i,Core i7-1360P | 16GB | 512GB | 14-inch | Intel UHD Graphics | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Yoga Book 9i Laptop official product image white background,Lenovo Yoga Book 9i Laptop UAE price refurbished,Lenovo Yoga Book 9i Laptop Saudi Arabia price refurbished,Lenovo Yoga Book 9i refurbished laptop UAE
prod_import_xlsx_1776538003641_146,Lenovo Legion 5 Laptop,Lenovo,Legion 5,Ryzen 7 6800H | 16GB | 1TB | 15.6-inch | NVIDIA GeForce RTX 3060 | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Legion 5 Laptop official product image white background,Lenovo Legion 5 Laptop UAE price refurbished,Lenovo Legion 5 Laptop Saudi Arabia price refurbished,Lenovo Legion 5 refurbished laptop UAE
prod_import_xlsx_1776538003641_147,Lenovo Legion 5 Pro Laptop,Lenovo,Legion 5 Pro,Core i7-12700H | 16GB | 1TB | 16-inch | NVIDIA GeForce RTX 3060 | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Legion 5 Pro Laptop official product image white background,Lenovo Legion 5 Pro Laptop UAE price refurbished,Lenovo Legion 5 Pro Laptop Saudi Arabia price refurbished,Lenovo Legion 5 Pro refurbished laptop UAE
prod_import_xlsx_1776538003641_148,Lenovo Legion 7 Laptop,Lenovo,Legion 7,Core i7-12800HX | 16GB | 1TB | 16-inch | NVIDIA GeForce RTX 3070 | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Legion 7 Laptop official product image white background,Lenovo Legion 7 Laptop UAE price refurbished,Lenovo Legion 7 Laptop Saudi Arabia price refurbished,Lenovo Legion 7 refurbished laptop UAE
prod_import_xlsx_1776538003641_149,Lenovo Legion Slim 5 Laptop,Lenovo,Legion Slim 5,Ryzen 7 7840HS | 16GB | 1TB | 16-inch | NVIDIA GeForce RTX 4060 | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Legion Slim 5 Laptop official product image white background,Lenovo Legion Slim 5 Laptop UAE price refurbished,Lenovo Legion Slim 5 Laptop Saudi Arabia price refurbished,Lenovo Legion Slim 5 refurbished laptop UAE
prod_import_xlsx_1776538003641_150,Lenovo Legion Slim 7 Laptop,Lenovo,Legion Slim 7,Core i7-13700H | 16GB | 1TB | 16-inch | NVIDIA GeForce RTX 4060 | Windows 11 Home | Renewed,,low,model verification; image verification; UAE price verification; KSA price verification,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,Lenovo Legion Slim 7 Laptop official product image white background,Lenovo Legion Slim 7 Laptop UAE price refurbished,Lenovo Legion Slim 7 Laptop Saudi Arabia price refurbished,Lenovo Legion Slim 7 refurbished laptop UAE
prod_import_xlsx_1776538003641_151,Apple iPhone XR 64GB Smartphone,Apple,XR,A12 Bionic | 3GB | 64GB | 6.1-inch | Apple GPU | iOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple XR iPhone official product image white background,Apple iPhone XR 64GB Smartphone UAE price refurbished,Apple iPhone XR 64GB Smartphone Saudi Arabia price refurbished,Apple XR UAE
prod_import_xlsx_1776538003641_152,Apple iPhone XR 128GB Smartphone,Apple,XR,A12 Bionic | 3GB | 128GB | 6.1-inch | Apple GPU | iOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple XR iPhone official product image white background,Apple iPhone XR 128GB Smartphone UAE price refurbished,Apple iPhone XR 128GB Smartphone Saudi Arabia price refurbished,Apple XR UAE
prod_import_xlsx_1776538003641_153,Apple iPhone XS 64GB Smartphone,Apple,XS,A12 Bionic | 4GB | 64GB | 5.8-inch | Apple GPU | iOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple XS iPhone official product image white background,Apple iPhone XS 64GB Smartphone UAE price refurbished,Apple iPhone XS 64GB Smartphone Saudi Arabia price refurbished,Apple XS UAE
prod_import_xlsx_1776538003641_154,Apple iPhone XS Max 64GB Smartphone,Apple,XS Max,A12 Bionic | 4GB | 64GB | 6.5-inch | Apple GPU | iOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple XS Max iPhone official product image white background,Apple iPhone XS Max 64GB Smartphone UAE price refurbished,Apple iPhone XS Max 64GB Smartphone Saudi Arabia price refurbished,Apple XS Max UAE
prod_import_xlsx_1776538003641_179,Apple iPad 7th Gen 32GB Tablet,Apple,7th Gen,A10 Fusion | 3GB | 32GB | 10.2-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple 7th Gen iPad official product image white background,Apple iPad 7th Gen 32GB Tablet UAE price refurbished,Apple iPad 7th Gen 32GB Tablet Saudi Arabia price refurbished,Apple 7th Gen tablet UAE
prod_import_xlsx_1776538003641_180,Apple iPad 8th Gen 32GB Tablet,Apple,8th Gen,A12 Bionic | 3GB | 32GB | 10.2-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple 8th Gen iPad official product image white background,Apple iPad 8th Gen 32GB Tablet UAE price refurbished,Apple iPad 8th Gen 32GB Tablet Saudi Arabia price refurbished,Apple 8th Gen tablet UAE
prod_import_xlsx_1776538003641_181,Apple iPad 9th Gen 64GB Tablet,Apple,9th Gen,A13 Bionic | 3GB | 64GB | 10.2-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple 9th Gen iPad official product image white background,Apple iPad 9th Gen 64GB Tablet UAE price refurbished,Apple iPad 9th Gen 64GB Tablet Saudi Arabia price refurbished,Apple 9th Gen tablet UAE
prod_import_xlsx_1776538003641_182,Apple iPad 10th Gen 64GB Tablet,Apple,10th Gen,A14 Bionic | 4GB | 64GB | 10.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple 10th Gen iPad official product image white background,Apple iPad 10th Gen 64GB Tablet UAE price refurbished,Apple iPad 10th Gen 64GB Tablet Saudi Arabia price refurbished,Apple 10th Gen tablet UAE
prod_import_xlsx_1776538003641_183,Apple iPad Air 3 64GB Tablet,Apple,Air 3,A12 Bionic | 3GB | 64GB | 10.5-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Air 3 iPad official product image white background,Apple iPad Air 3 64GB Tablet UAE price refurbished,Apple iPad Air 3 64GB Tablet Saudi Arabia price refurbished,Apple Air 3 tablet UAE
prod_import_xlsx_1776538003641_184,Apple iPad Air 4 64GB Tablet,Apple,Air 4,A14 Bionic | 4GB | 64GB | 10.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Air 4 iPad official product image white background,Apple iPad Air 4 64GB Tablet UAE price refurbished,Apple iPad Air 4 64GB Tablet Saudi Arabia price refurbished,Apple Air 4 tablet UAE
prod_import_xlsx_1776538003641_185,Apple iPad Air 5 64GB Tablet,Apple,Air 5,M1 | 8GB | 64GB | 10.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Air 5 iPad official product image white background,Apple iPad Air 5 64GB Tablet UAE price refurbished,Apple iPad Air 5 64GB Tablet Saudi Arabia price refurbished,Apple Air 5 tablet UAE
prod_import_xlsx_1776538003641_186,Apple iPad Pro 10.5 64GB Tablet,Apple,Pro 10.5,A10X Fusion | 4GB | 64GB | 10.5-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 10.5 iPad official product image white background,Apple iPad Pro 10.5 64GB Tablet UAE price refurbished,Apple iPad Pro 10.5 64GB Tablet Saudi Arabia price refurbished,Apple Pro 10.5 tablet UAE
prod_import_xlsx_1776538003641_187,Apple iPad Pro 11 2018 128GB Tablet,Apple,Pro 11 2018,A12X Bionic | 4GB | 128GB | 11-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 11 2018 iPad official product image white background,Apple iPad Pro 11 2018 128GB Tablet UAE price refurbished,Apple iPad Pro 11 2018 128GB Tablet Saudi Arabia price refurbished,Apple Pro 11 2018 tablet UAE
prod_import_xlsx_1776538003641_188,Apple iPad Pro 11 2020 128GB Tablet,Apple,Pro 11 2020,A12Z Bionic | 6GB | 128GB | 11-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 11 2020 iPad official product image white background,Apple iPad Pro 11 2020 128GB Tablet UAE price refurbished,Apple iPad Pro 11 2020 128GB Tablet Saudi Arabia price refurbished,Apple Pro 11 2020 tablet UAE
prod_import_xlsx_1776538003641_189,Apple iPad Pro 11 2021 M1 128GB Tablet,Apple,Pro 11 2021 M1,M1 | 8GB | 128GB | 11-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 11 2021 M1 iPad official product image white background,Apple iPad Pro 11 2021 M1 128GB Tablet UAE price refurbished,Apple iPad Pro 11 2021 M1 128GB Tablet Saudi Arabia price refurbished,Apple Pro 11 2021 M1 tablet UAE
prod_import_xlsx_1776538003641_190,Apple iPad Pro 11 2022 M2 128GB Tablet,Apple,Pro 11 2022 M2,M2 | 8GB | 128GB | 11-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 11 2022 M2 iPad official product image white background,Apple iPad Pro 11 2022 M2 128GB Tablet UAE price refurbished,Apple iPad Pro 11 2022 M2 128GB Tablet Saudi Arabia price refurbished,Apple Pro 11 2022 M2 tablet UAE
prod_import_xlsx_1776538003641_191,Apple iPad Pro 12.9 2018 128GB Tablet,Apple,Pro 12.9 2018,A12X Bionic | 4GB | 128GB | 12.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 12.9 2018 iPad official product image white background,Apple iPad Pro 12.9 2018 128GB Tablet UAE price refurbished,Apple iPad Pro 12.9 2018 128GB Tablet Saudi Arabia price refurbished,Apple Pro 12.9 2018 tablet UAE
prod_import_xlsx_1776538003641_192,Apple iPad Pro 12.9 2020 128GB Tablet,Apple,Pro 12.9 2020,A12Z Bionic | 6GB | 128GB | 12.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 12.9 2020 iPad official product image white background,Apple iPad Pro 12.9 2020 128GB Tablet UAE price refurbished,Apple iPad Pro 12.9 2020 128GB Tablet Saudi Arabia price refurbished,Apple Pro 12.9 2020 tablet UAE
prod_import_xlsx_1776538003641_193,Apple iPad Pro 12.9 2021 M1 128GB Tablet,Apple,Pro 12.9 2021 M1,M1 | 8GB | 128GB | 12.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 12.9 2021 M1 iPad official product image white background,Apple iPad Pro 12.9 2021 M1 128GB Tablet UAE price refurbished,Apple iPad Pro 12.9 2021 M1 128GB Tablet Saudi Arabia price refurbished,Apple Pro 12.9 2021 M1 tablet UAE
prod_import_xlsx_1776538003641_194,Apple iPad Pro 12.9 2022 M2 128GB Tablet,Apple,Pro 12.9 2022 M2,M2 | 8GB | 128GB | 12.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro 12.9 2022 M2 iPad official product image white background,Apple iPad Pro 12.9 2022 M2 128GB Tablet UAE price refurbished,Apple iPad Pro 12.9 2022 M2 128GB Tablet Saudi Arabia price refurbished,Apple Pro 12.9 2022 M2 tablet UAE
prod_import_xlsx_1776538003641_195,Apple iPad Mini 5 64GB Tablet,Apple,Mini 5,A12 Bionic | 3GB | 64GB | 7.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Mini 5 iPad official product image white background,Apple iPad Mini 5 64GB Tablet UAE price refurbished,Apple iPad Mini 5 64GB Tablet Saudi Arabia price refurbished,Apple Mini 5 tablet UAE
